Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
33517,0.33,Premium,E,VS2,62.0,60.0,829,4.46,4.41,2.75
18708,0.27,Very Good,E,VVS2,62.5,59.0,620,4.09,4.14,2.57
27951,0.3,Very Good,G,SI1,61.0,58.0,432,4.3,4.32,2.63
15985,1.02,Premium,G,VS2,62.1,58.0,6397,6.5,6.44,4.02
28258,0.33,Premium,F,VS2,62.2,58.0,666,4.43,4.44,2.76
44673,0.49,Ideal,E,VS2,61.3,55.0,1609,5.11,5.13,3.14
11382,0.34,Ideal,H,VS1,62.5,57.0,596,4.43,4.46,2.78
48837,0.55,Premium,E,VS2,62.3,60.0,2030,5.26,5.18,3.25
33005,0.38,Ideal,E,VS2,61.5,55.0,813,4.67,4.7,2.88
40249,0.5,Very Good,F,SI2,62.9,63.0,1125,4.99,4.93,3.12
2747,0.83,Very Good,H,VS2,61.7,59.0,3249,5.95,6.02,3.69
22845,1.57,Premium,H,VS1,61.7,58.0,10880,7.47,7.56,4.64
951,0.5,Ideal,E,VVS2,62.2,54.0,2889,5.08,5.12,3.17
48166,0.51,Good,F,VVS2,60.2,62.0,1942,5.16,5.21,3.12
4065,0.31,Ideal,D,SI1,62.3,54.0,571,4.33,4.37,2.71
3513,0.85,Ideal,G,SI1,62.2,56.0,3403,6.06,6.09,3.78
33919,0.3,Premium,E,VS2,62.9,58.0,844,4.27,4.22,2.67
36874,0.42,Ideal,E,VS2,62.2,55.0,958,4.79,4.83,2.99
44931,0.57,Very Good,G,VS2,59.9,54.6,1633,5.43,5.46,3.26
45202,0.51,Premium,E,VS2,61.9,59.0,1656,5.06,5.11,3.15
47204,0.5,Ideal,G,VVS2,60.5,55.0,1838,5.13,5.15,3.11
53176,0.71,Very Good,E,VS2,61.6,56.0,2630,5.74,5.81,3.56
38289,0.28,Very Good,E,VS1,60.9,59.0,487,4.19,4.22,2.56
47477,0.61,Very Good,G,VS2,62.0,57.0,1861,5.44,5.47,3.38
40047,0.38,Ideal,E,VS2,60.1,56.0,1112,4.72,4.69,2.83
46659,0.51,Ideal,D,VS2,62.4,55.0,1787,5.11,5.14,3.2
1069,0.31,Premium,I,VS2,59.9,60.0,558,4.44,4.41,2.65
21473,1.32,Ideal,H,VVS2,62.0,54.0,9571,7.05,7.06,4.37
23409,2.0,Good,I,SI2,64.2,52.0,11400,7.91,7.88,5.07
6529,0.9,Very Good,D,SI1,61.1,63.0,4068,6.17,6.21,3.78
40685,0.5,Good,E,SI1,63.7,59.0,1155,5.07,5.01,3.21
27229,2.01,Premium,I,VS2,61.1,60.0,17592,8.12,8.06,4.94
44822,0.5,Premium,G,VS1,62.5,60.0,1624,5.06,5.08,3.17
12430,1.03,Ideal,G,SI1,61.7,56.0,5241,6.5,6.47,4.0
45038,0.51,Very Good,E,VS2,63.3,55.0,1638,5.12,5.09,3.23
13660,1.24,Very Good,H,SI2,61.2,57.0,5592,6.87,7.02,4.25
31811,0.43,Good,D,SI1,63.8,55.0,774,4.79,4.8,3.06
30623,0.3,Very Good,G,SI1,62.9,59.0,447,4.24,4.28,2.68
14607,1.21,Premium,J,VVS1,61.3,59.0,5893,6.81,6.86,4.19
29146,0.31,Ideal,E,VS1,61.8,55.0,692,4.36,4.38,2.7
14344,1.22,Ideal,I,SI1,60.2,57.0,5807,6.99,6.93,4.19
47030,0.57,Ideal,E,VS2,61.6,56.0,1819,5.38,5.34,3.3
36708,0.46,Ideal,J,VVS1,61.8,56.0,953,4.93,4.97,3.06
10208,1.0,Very Good,G,SI1,59.3,63.0,4741,6.44,6.48,3.83
25584,2.01,Very Good,H,SI2,62.9,55.0,14426,8.03,8.09,5.07
30399,0.32,Ideal,H,VVS1,61.9,56.0,730,4.38,4.41,2.72
14821,1.0,Ideal,G,VS2,62.6,57.0,5967,6.47,6.4,4.03
27112,2.02,Premium,H,SI1,62.1,61.0,17265,8.06,7.99,4.98
19271,1.21,Ideal,G,VS2,61.1,57.0,7996,6.95,6.85,4.22
24157,1.58,Ideal,H,VS2,61.4,56.0,12334,7.5,7.56,4.62
10497,1.0,Fair,E,SI1,65.8,59.0,4798,6.07,6.15,4.02
20315,1.09,Ideal,F,VS1,61.7,57.0,8730,6.58,6.62,4.07
1636,0.96,Premium,E,SI2,62.8,60.0,3016,6.3,6.24,3.94
47027,0.52,Premium,E,VS1,61.7,58.0,1819,5.17,5.11,3.17
21325,1.51,Premium,I,VS2,60.9,60.0,9471,7.46,7.33,4.5
8412,1.04,Fair,F,SI1,66.9,62.0,4403,6.22,6.15,4.14
48086,0.71,Ideal,J,VS1,61.9,55.0,1932,5.69,5.75,3.54
17467,2.23,Very Good,G,I1,63.5,57.0,7006,8.24,8.2,5.22
49410,0.7,Very Good,G,SI1,61.8,56.0,2106,5.7,5.76,3.54
16871,1.0,Very Good,E,VS2,61.9,57.0,6732,6.35,6.38,3.94
11539,0.97,Ideal,D,SI1,62.8,56.0,5028,6.24,6.3,3.94
7574,0.9,Good,F,VS2,59.8,61.0,4253,6.18,6.22,3.71
40158,0.35,Ideal,G,IF,61.8,55.0,1116,4.56,4.54,2.81
45033,0.54,Ideal,E,SI1,62.1,56.0,1637,5.24,5.19,3.24
22147,2.01,Fair,H,SI2,64.9,56.0,10184,7.88,7.81,5.09
41100,0.38,Ideal,F,IF,61.0,56.0,1193,4.68,4.7,2.86
1319,0.72,Good,G,VS1,58.0,57.8,2958,5.85,5.87,3.4
40835,0.56,Good,E,SI2,63.5,57.0,1172,5.21,5.24,3.32
29431,0.42,Premium,D,SI2,62.1,59.0,700,4.78,4.82,2.98
803,0.73,Premium,E,VS2,62.5,61.0,2862,5.78,5.64,3.59
34774,0.41,Premium,D,SI2,62.3,58.0,876,4.77,4.74,2.96
11814,1.07,Premium,G,SI1,63.0,55.0,5091,6.55,6.47,4.1
30012,0.42,Very Good,F,SI1,63.1,56.0,717,4.77,4.8,3.02
8342,1.01,Good,G,SI2,59.3,62.0,4397,6.51,6.58,3.88
45918,0.53,Ideal,G,VS1,61.9,56.0,1721,5.19,5.21,3.22
48140,0.55,Ideal,E,VS1,61.6,55.0,1940,5.33,5.28,3.27
27911,0.26,Very Good,F,VVS1,60.6,56.0,657,4.12,4.16,2.51
18021,1.13,Ideal,G,VS2,61.6,57.0,7290,6.7,6.68,4.12
13137,1.06,Very Good,G,SI1,61.3,60.0,5435,6.53,6.55,4.01
773,0.7,Ideal,D,VS2,61.0,57.0,2859,5.76,5.74,3.51
14357,1.13,Ideal,I,VS1,61.6,54.0,5813,6.72,6.74,4.15
41271,0.31,Good,D,SI1,63.3,59.0,502,4.24,4.29,2.7
8682,0.92,Ideal,I,SI1,61.7,56.0,4457,6.2,6.23,3.83
4388,0.31,Very Good,D,SI1,60.0,61.0,571,4.41,4.43,2.65
46439,0.58,Ideal,F,VS1,61.9,54.0,1772,5.33,5.37,3.31
20860,1.26,Ideal,G,VS1,61.6,56.0,9078,6.96,7.03,4.31
45706,0.56,Ideal,G,VS2,62.1,56.0,1698,5.31,5.29,3.29
34321,0.35,Ideal,H,IF,61.7,54.0,859,4.53,4.55,2.8
9947,1.01,Ideal,G,SI1,62.3,57.0,4694,6.41,6.36,3.98
41106,0.51,Very Good,E,SI2,61.6,57.0,1195,5.17,5.19,3.19
5044,0.4,Ideal,G,SI2,62.4,56.0,573,4.71,4.75,2.95
16631,1.09,Good,H,VVS2,58.8,61.0,6651,6.72,6.78,3.97
50690,0.7,Good,F,SI1,64.1,56.0,2289,5.63,5.6,3.6
5964,0.9,Very Good,F,SI1,61.7,60.0,3950,6.16,6.22,3.82
34097,0.36,Premium,D,VS2,61.8,58.0,852,4.55,4.58,2.82
35236,0.39,Good,G,VVS2,63.4,57.0,894,4.62,4.65,2.94
17982,1.23,Premium,E,SI1,59.2,62.0,7274,7.05,7.0,4.16
34497,0.32,Ideal,F,VVS1,61.7,55.0,867,4.38,4.43,2.72
13587,1.05,Premium,F,SI1,61.6,57.0,5557,6.56,6.53,4.03
26137,1.61,Premium,F,VS2,62.3,59.0,15426,7.53,7.47,4.67
37584,0.32,Ideal,F,VVS1,61.8,55.0,990,4.41,4.36,2.71
25881,2.06,Premium,I,SI2,61.0,59.0,14982,8.24,8.21,5.02
37966,0.41,Ideal,F,VS1,60.8,57.0,1007,4.77,4.8,2.91
28645,0.33,Ideal,J,VS1,62.1,55.0,434,4.41,4.44,2.75
36766,0.3,Premium,E,VVS1,60.0,60.0,956,4.38,4.35,2.62
7407,0.33,Premium,I,VVS2,61.5,58.0,579,4.43,4.45,2.73
42414,0.45,Very Good,D,VS2,62.9,58.4,1311,4.83,4.86,3.04
40701,0.4,Ideal,E,VVS2,62.1,55.0,1158,4.74,4.76,2.95
32584,0.31,Ideal,F,VVS1,61.9,55.0,801,4.37,4.42,2.72
45645,0.25,Ideal,G,VVS2,62.1,56.0,525,4.02,4.05,2.5
16741,1.01,Premium,E,VS2,62.0,59.0,6666,6.44,6.46,4.0
3947,0.71,Ideal,D,SI1,61.4,55.0,3502,5.78,5.82,3.56
49059,0.7,Very Good,H,SI2,60.7,57.0,2058,5.72,5.75,3.48
7310,0.91,Good,H,VVS2,65.5,57.0,4205,6.01,6.11,3.97
20048,0.28,Ideal,E,VS1,61.4,56.0,625,4.24,4.2,2.59
33745,0.31,Ideal,F,VVS1,61.1,55.0,840,4.38,4.39,2.68
8363,1.01,Very Good,E,SI1,61.0,56.0,4399,6.47,6.54,3.97
12216,0.9,Very Good,D,VS1,58.9,59.0,5195,6.22,6.31,3.69
7568,0.9,Fair,D,SI1,63.8,61.0,4252,6.07,5.99,3.85
30225,0.33,Premium,E,VS2,61.0,60.0,723,4.43,4.46,2.71
51717,0.7,Good,F,SI1,61.6,65.0,2401,5.71,5.66,3.5
33460,0.32,Premium,G,VS1,62.8,58.0,828,4.39,4.34,2.74
12710,0.26,Ideal,F,VVS1,62.4,56.0,599,4.1,4.11,2.56
39609,0.35,Very Good,H,SI1,60.0,61.0,491,4.57,4.6,2.75
32582,0.32,Good,E,VS2,58.8,63.0,801,4.48,4.54,2.65
14101,1.0,Premium,F,VS2,60.6,59.0,5718,6.5,6.46,3.93
3234,0.73,Very Good,E,VS1,62.1,60.0,3353,5.71,5.79,3.57
43819,0.51,Ideal,E,SI1,62.3,56.0,1443,5.15,5.12,3.2
26953,1.75,Premium,F,VS2,61.4,58.0,17017,7.72,7.76,4.75
24634,1.53,Premium,E,SI1,61.3,59.0,12968,7.4,7.35,4.52
16681,0.32,Ideal,H,SI2,61.4,56.0,420,4.4,4.43,2.71
25783,2.01,Premium,I,SI1,60.1,59.0,14752,8.21,8.15,4.92
48429,0.7,Very Good,I,SI1,63.8,56.0,1973,5.58,5.62,3.57
201,0.7,Very Good,E,SI1,59.9,63.0,2777,5.76,5.7,3.43
26072,2.05,Premium,G,SI1,61.6,59.0,15291,8.2,8.16,5.04
43815,0.51,Ideal,E,SI1,62.4,55.0,1443,5.14,5.09,3.19
41723,0.5,Very Good,D,SI2,63.2,56.0,1243,5.05,5.01,3.18
43365,0.52,Ideal,H,VS1,61.4,56.0,1408,5.2,5.23,3.2
11886,1.06,Premium,G,SI1,62.2,57.0,5113,6.53,6.47,4.04
7334,0.9,Very Good,G,VS2,61.0,60.0,4210,6.21,6.24,3.8
38269,0.3,Ideal,J,VS2,62.1,56.0,384,4.29,4.34,2.68
10942,1.01,Very Good,F,SI1,59.7,61.0,4899,6.49,6.55,3.89
39722,0.52,Ideal,G,SI2,61.6,55.0,1090,5.16,5.19,3.19
52786,0.7,Ideal,G,SI1,61.9,58.0,2567,5.66,5.69,3.51
38163,0.34,Ideal,E,VVS1,62.1,57.0,1014,4.46,4.5,2.78
28363,0.35,Ideal,E,SI1,60.7,56.0,667,4.57,4.59,2.78
38750,0.35,Ideal,G,IF,61.1,56.0,1044,4.54,4.59,2.79
13617,1.13,Premium,H,VS2,62.8,59.0,5571,6.63,6.58,4.15
3758,1.02,Ideal,E,SI2,62.3,56.0,3455,6.42,6.37,3.98
19979,1.51,Premium,J,VS1,61.8,61.0,8524,7.26,7.21,4.47
11988,1.03,Ideal,G,SI1,60.3,58.0,5143,6.57,6.62,3.98
30732,0.33,Ideal,D,VS1,61.7,55.0,739,4.47,4.48,2.76
43738,0.51,Very Good,E,SI1,61.3,54.0,1438,5.13,5.18,3.16
23530,1.5,Very Good,E,SI1,61.4,59.0,11533,7.24,7.41,4.5
16223,1.05,Ideal,G,VS2,60.8,57.0,6486,6.58,6.65,4.02
33198,0.3,Ideal,G,VVS2,62.2,54.0,819,4.33,4.29,2.68
49986,0.74,Good,F,SI2,59.3,61.0,2190,5.87,5.97,3.51
4299,0.78,Ideal,G,VS2,62.0,57.0,3590,5.9,5.86,3.65
39133,0.41,Ideal,G,VS2,62.7,56.0,1061,4.77,4.74,2.98
41040,0.41,Ideal,E,VVS2,60.9,56.0,1187,4.75,4.81,2.91
4753,1.02,Premium,F,SI2,62.5,58.0,3686,6.4,6.47,4.02
10846,1.16,Premium,H,SI2,60.2,59.0,4872,6.84,6.78,4.1
24755,2.02,Ideal,I,SI2,61.7,57.0,13109,8.05,8.12,4.99
51365,0.78,Ideal,J,VS1,61.9,57.0,2365,5.88,5.91,3.65
16107,1.01,Ideal,G,VS2,61.9,56.0,6439,6.41,6.45,3.98
29629,0.35,Premium,H,SI2,61.6,58.0,441,4.49,4.54,2.78
32706,0.31,Premium,F,VS2,60.8,60.0,802,4.37,4.34,2.65
51668,0.7,Ideal,I,VS1,62.4,56.0,2398,5.66,5.68,3.54
49917,0.71,Very Good,G,SI1,62.9,56.0,2184,5.68,5.73,3.59
45963,0.24,Ideal,E,VVS2,61.3,57.0,526,4.0,4.02,2.46
9259,1.1,Very Good,H,SI2,59.8,60.0,4561,6.7,6.77,4.03
40355,0.43,Premium,F,VS1,62.5,58.0,1129,4.85,4.78,3.01
47739,0.7,Premium,I,SI2,62.4,58.0,1890,5.68,5.64,3.53
52555,0.7,Ideal,F,VS2,62.0,57.0,2535,5.71,5.67,3.53
4559,0.9,Ideal,H,SI1,61.5,57.0,3644,6.17,6.23,3.81
9536,1.01,Good,F,SI1,62.4,59.0,4619,6.3,6.42,3.97
43674,0.5,Very Good,D,SI1,62.8,53.0,1436,5.04,5.08,3.18
36432,0.31,Premium,D,VS2,61.8,57.0,942,4.41,4.36,2.71
11624,1.01,Very Good,H,VS2,61.0,63.0,5050,6.41,6.38,3.9
36365,0.33,Ideal,F,VVS1,61.9,55.0,939,4.46,4.47,2.76
24888,2.15,Premium,G,SI2,59.7,60.0,13317,8.4,8.37,5.01
44181,0.71,Premium,H,SI2,61.7,59.0,1567,5.76,5.72,3.54
24200,1.53,Very Good,E,SI1,60.8,60.0,12386,7.43,7.51,4.54
49903,0.71,Ideal,I,SI1,61.9,56.0,2178,5.7,5.73,3.54
53736,0.7,Ideal,G,VS2,62.3,57.0,2723,5.65,5.68,3.53
46955,0.3,Premium,G,VS2,61.6,60.0,526,4.28,4.33,2.65
858,1.04,Premium,I,I1,61.6,61.0,2870,6.47,6.45,3.98
40968,0.51,Very Good,E,SI2,58.3,61.9,1180,5.19,5.2,3.04
6638,0.9,Very Good,I,VS2,61.4,58.0,4089,6.22,6.25,3.83
35978,0.35,Very Good,G,VVS1,59.3,61.0,921,4.58,4.62,2.73
44334,0.33,Premium,I,VS1,61.6,60.0,521,4.42,4.45,2.73
20695,1.53,Ideal,I,SI1,61.9,54.0,8971,7.43,7.5,1.53
48476,0.7,Good,F,SI2,63.3,58.0,1978,5.57,5.61,3.54
13042,0.36,Very Good,F,SI1,61.9,59.0,600,4.51,4.54,2.8
11667,1.01,Good,I,VS1,59.0,63.5,5056,6.5,6.57,3.86
8782,1.0,Premium,H,SI1,61.2,62.0,4469,6.36,6.32,3.88
5538,0.92,Ideal,H,SI2,60.5,57.0,3854,6.3,6.29,3.81
39202,0.32,Ideal,D,VVS1,61.0,57.0,1064,4.45,4.43,2.71
51391,1.16,Premium,H,I1,61.7,62.0,2368,6.68,6.64,4.11
42601,0.32,Premium,H,VS2,59.5,58.0,505,4.47,4.5,2.67
37490,0.35,Ideal,E,VS2,62.1,56.0,984,4.53,4.52,2.81
18263,1.51,Premium,J,VS2,59.6,60.0,7418,7.48,7.58,4.49
39326,0.3,Ideal,E,VVS1,61.7,57.0,1071,4.32,4.34,2.67
1878,0.71,Ideal,E,VS2,62.2,57.0,3073,5.69,5.73,3.55
33535,0.35,Ideal,D,VS2,61.8,55.0,829,4.53,4.56,2.81
39747,0.43,Ideal,G,VS2,62.4,56.0,1093,4.87,4.84,3.02
10518,0.71,Ideal,E,VVS1,62.0,56.0,4802,5.69,5.73,3.54
13509,1.01,Good,D,SI1,63.8,58.0,5543,6.38,6.34,4.06
10120,1.02,Premium,D,SI2,61.5,56.0,4718,6.51,6.47,3.99
12224,1.0,Premium,F,SI1,60.7,60.0,5197,6.36,6.4,3.87
31495,0.34,Ideal,G,VS2,62.0,56.0,765,4.5,4.47,2.78
39965,0.4,Very Good,E,VVS2,61.0,55.0,1106,4.77,4.81,2.92
14841,1.26,Very Good,E,SI2,62.9,59.0,5976,6.82,6.85,4.3
33069,0.32,Ideal,H,IF,62.6,54.0,814,4.38,4.4,2.75
11834,1.0,Premium,H,VS2,61.3,61.0,5096,6.44,6.38,3.93
6610,1.0,Very Good,F,SI2,60.2,59.0,4082,6.41,6.48,3.88
30420,0.32,Very Good,G,VVS2,62.2,57.0,730,4.36,4.38,2.72
27009,1.72,Ideal,G,VS2,62.4,55.0,17125,7.63,7.68,4.78
40808,0.5,Very Good,G,SI1,62.8,55.0,1170,5.03,5.07,3.17
968,1.19,Fair,H,I1,65.1,59.0,2892,6.62,6.55,4.29
32362,0.3,Ideal,G,VVS1,61.7,55.0,789,4.32,4.34,2.67
20163,1.06,Ideal,F,VVS2,61.1,57.0,8619,6.57,6.62,4.03
748,0.33,Ideal,I,SI1,63.0,57.0,557,4.39,4.37,2.76
20215,1.01,Ideal,G,VVS1,61.1,56.0,8647,6.51,6.49,3.97
30810,0.35,Ideal,H,VVS1,62.0,53.9,743,4.5,4.53,2.8
1033,0.7,Very Good,G,VVS2,63.3,59.0,2905,5.59,5.62,3.55
17547,1.01,Premium,G,VS1,60.7,58.0,7059,6.52,6.49,3.95
43432,0.54,Very Good,E,SI2,60.7,56.5,1415,5.24,5.28,3.19
43671,0.5,Very Good,F,VS2,62.9,57.0,1436,5.06,5.11,3.2
13596,1.04,Premium,H,VS2,61.2,59.0,5561,6.57,6.51,4.0
49404,0.52,Ideal,E,VS1,61.9,55.0,2105,5.16,5.18,3.2
30476,0.31,Premium,I,VVS1,61.0,58.0,732,4.39,4.33,2.66
30217,0.33,Ideal,E,VS2,62.3,55.0,723,4.43,4.46,2.77
5274,0.73,Ideal,F,VS1,61.2,57.0,3797,5.79,5.84,3.56
4286,1.0,Premium,F,SI2,60.2,58.0,3584,6.47,6.42,3.88
16041,0.3,Very Good,I,VS1,63.5,57.0,608,4.29,4.24,2.71
13923,1.01,Fair,G,VS2,67.8,59.0,5666,6.07,6.02,4.1
46357,0.57,Premium,F,VS2,59.8,59.0,1760,5.4,5.37,3.22
14641,1.38,Premium,J,SI1,59.0,59.0,5912,7.38,7.32,4.34
16835,1.01,Very Good,E,VS2,62.9,60.0,6714,6.36,6.4,4.01
